,Periodo,Trimestre,Entidad_Federativa,Sexo,Poblacion_ocupada_en_la_industria_manufacturera,Poblaci n_ocupada,Tasa_de_ocupaci n_en_la_industria_manufacturera
1539,2010,4,Durango,Mujeres,27511,209530,13.129862070000000000000
1541,2010,4,Guanajuato,Mujeres,177571,865300,20.521322080000000000000
1543,2010,4,Guerrero,Mujeres,68710,568951,12.076611170000000000000
1545,2010,4,Hidalgo,Mujeres,78949,388114,20.341703730000000000000
1547,2010,4,Jalisco,Mujeres,206478,1244391,16.592694740000000000000
1549,2010,4,M xico,Mujeres,350520,2174023,16.123104490000000000000
1551,2010,4,Michoac n,Mujeres,65141,576503,11.299334090000000000000
1553,2010,4,Morelos,Mujeres,31242,293541,10.643146950000000000000
1555,2010,4,Nayarit,Mujeres,19623,188234,10.424790420000000000000
1557,2010,4,Nuevo Le n,Mujeres,126904,770708,16.465898890000000000000
1559,2010,4,Oaxaca,Mujeres,112345,599414,18.742471810000000000000
1561,2010,4,Puebla,Mujeres,171044,926467,18.461963570000000000000
1563,2010,4,Quer taro,Mujeres,54061,261580,20.667099930000000000000
1565,2010,4,Quintana Roo,Mujeres,16140,254172,6.3500306880000000000000
1567,2010,4,San Luis Potos ,Mujeres,60210,356457,16.891237930000000000000
1569,2010,4,Sinaloa,Mujeres,48783,445723,10.944689860000000000000
1571,2010,4,Sonora,Mujeres,83712,411806,20.328018530000000000000
1573,2010,4,Tabasco,Mujeres,17524,274019,6.3951769770000000000000
1575,2010,4,Tamaulipas,Mujeres,84126,488569,17.218857520000000000000
1577,2010,4,Tlaxcala,Mujeres,48147,179316,26.850364720000000000000
1579,2010,4,Veracruz,Mujeres,88852,974342,9.1191799180000000000000
1581,2010,4,Yucat n,Mujeres,74782,337949,22.128190940000000000000
1583,2010,4,Zacatecas,Mujeres,21693,201465,10.767627130000000000000
1585,2011,1,Nacional,Mujeres,2560236,17071318,14.997295460000000000000
1587,2011,1,Aguascalientes,Mujeres,29135,176387,16.51765720000000000000
1589,2011,1,Baja California,Mujeres,96595,486274,19.864315180000000000000
1591,2011,1,Baja California Sur,Mujeres,7999,112043,7.1392233340000000000000
1593,2011,1,Campeche,Mujeres,16148,131969,12.236206990000000000000
1595,2011,1,Coahuila,Mujeres,70640,387448,18.232124050000000000000
1597,2011,1,Colima,Mujeres,8887,124937,7.1131850450000000000000
1599,2011,1,Chiapas,Mujeres,65721,539231,12.187912050000000000000
1601,2011,1,Chihuahua,Mujeres,92900,422838,21.970589210000000000000
1603,2011,1,Ciudad de M xico,Mujeres,174506,1677371,10.403542210000000000000
1605,2011,1,Durango,Mujeres,27351,198158,13.802622150000000000000
1607,2011,1,Guanajuato,Mujeres,177097,862977,20.521636150000000000000
1609,2011,1,Guerrero,Mujeres,85732,537545,15.948804290000000000000
1611,2011,1,Hidalgo,Mujeres,65023,388889,16.720195220000000000000
1613,2011,1,Jalisco,Mujeres,198154,1255928,15.77749680000000000000
1615,2011,1,M xico,Mujeres,345475,2221454,15.551751240000000000000
1617,2011,1,Michoac n,Mujeres,58997,598679,9.8545297230000000000000
1619,2011,1,Morelos,Mujeres,33208,296293,11.207824690000000000000
1621,2011,1,Nayarit,Mujeres,18255,186302,9.7986065640000000000000
1623,2011,1,Nuevo Le n,Mujeres,129867,753680,17.231052970000000000000
1625,2011,1,Oaxaca,Mujeres,109264,585567,18.659521460000000000000
1627,2011,1,Puebla,Mujeres,146574,897098,16.338683180000000000000
1629,2011,1,Quer taro,Mujeres,57050,283854,20.098360420000000000000
1631,2011,1,Quintana Roo,Mujeres,13044,248786,5.2430603010000000000000
1633,2011,1,San Luis Potos ,Mujeres,63364,368526,17.193902190000000000000
1635,2011,1,Sinaloa,Mujeres,44549,436577,10.204156430000000000000
1637,2011,1,Sonora,Mujeres,86909,419940,20.695575560000000000000
1639,2011,1,Tabasco,Mujeres,20193,290805,6.9438283390000000000000
1641,2011,1,Tamaulipas,Mujeres,92093,488310,18.859535950000000000000
1643,2011,1,Tlaxcala,Mujeres,42551,175312,24.271584380000000000000
1645,2011,1,Veracruz,Mujeres,80052,981094,8.1594628040000000000000
1647,2011,1,Yucat n,Mujeres,77199,348407,22.157706360000000000000
1649,2011,1,Zacatecas,Mujeres,25704,188639,13.626026430000000000000
1651,2011,2,Nacional,Mujeres,2656299,17575169,15.113931480000000000000
1653,2011,2,Aguascalientes,Mujeres,30143,177052,17.024941830000000000000
1655,2011,2,Baja California,Mujeres,113954,502497,22.677548320000000000000
1657,2011,2,Baja California Sur,Mujeres,7353,114845,6.4025425570000000000000
1659,2011,2,Campeche,Mujeres,14289,129273,11.053352210000000000000
1661,2011,2,Coahuila,Mujeres,74561,418524,17.815226840000000000000
1663,2011,2,Colima,Mujeres,9239,129698,7.1234714490000000000000
1665,2011,2,Chiapas,Mujeres,66835,570514,11.714874660000000000000
1667,2011,2,Chihuahua,Mujeres,107997,420755,25.667431170000000000000
1669,2011,2,Ciudad de M xico,Mujeres,157162,1729107,9.0892003790000000000000
1671,2011,2,Durango,Mujeres,29739,222814,13.347006920000000000000
1673,2011,2,Guanajuato,Mujeres,170272,853265,19.955347990000000000000
1675,2011,2,Guerrero,Mujeres,92774,565338,16.410359820000000000000
1677,2011,2,Hidalgo,Mujeres,64498,388766,16.590442580000000000000
1679,2011,2,Jalisco,Mujeres,206843,1255099,16.480213910000000000000
1681,2011,2,M xico,Mujeres,335969,2268492,14.810235170000000000000
1683,2011,2,Michoac n,Mujeres,82054,652186,12.581380160000000000000
1685,2011,2,Morelos,Mujeres,32297,300108,10.761792420000000000000
1687,2011,2,Nayarit,Mujeres,17888,183677,9.738835020000000000000
1689,2011,2,Nuevo Le n,Mujeres,130477,769753,16.95050230000000000000
1691,2011,2,Oaxaca,Mujeres,115237,621645,18.537428920000000000000
1693,2011,2,Puebla,Mujeres,169732,949780,17.870664790000000000000
1695,2011,2,Quer taro,Mujeres,55191,285849,19.30774640000000000000
1697,2011,2,Quintana Roo,Mujeres,16560,256080,6.4667291470000000000000
1699,2011,2,San Luis Potos ,Mujeres,55969,378698,14.779322840000000000000
1701,2011,2,Sinaloa,Mujeres,49544,440628,11.243951810000000000000
1703,2011,2,Sonora,Mujeres,99998,427890,23.370025010000000000000
1705,2011,2,Tabasco,Mujeres,20011,289435,6.9138148460000000000000
1707,2011,2,Tamaulipas,Mujeres,86935,540277,16.090820080000000000000
1709,2011,2,Tlaxcala,Mujeres,40366,173087,23.321219960000000000000
1711,2011,2,Veracruz,Mujeres,98991,997627,9.922646440000000000000
1713,2011,2,Yucat n,Mujeres,80196,362962,22.094874950000000000000
1715,2011,2,Zacatecas,Mujeres,23225,199448,11.64463920000000000000
1717,2011,3,Nacional,Mujeres,2652957,17742234,14.952778780000000000000
1719,2011,3,Aguascalientes,Mujeres,29258,177468,16.486352470000000000000
1721,2011,3,Baja California,Mujeres,103638,515583,20.101128240000000000000
1723,2011,3,Baja California Sur,Mujeres,8425,117177,7.1899775550000000000000
1725,2011,3,Campeche,Mujeres,16800,130202,12.90302760000000000000
1727,2011,3,Coahuila,Mujeres,81941,432368,18.951680050000000000000
1729,2011,3,Colima,Mujeres,9978,130700,7.634276970000000000000
1731,2011,3,Chiapas,Mujeres,59752,540712,11.050614750000000000000
1733,2011,3,Chihuahua,Mujeres,111105,421243,26.375512470000000000000
1735,2011,3,Ciudad de M xico,Mujeres,164451,1741370,9.4437712840000000000000
1737,2011,3,Durango,Mujeres,30202,216016,13.981371750000000000000
1739,2011,3,Guanajuato,Mujeres,185058,857017,21.593270610000000000000
1741,2011,3,Guerrero,Mujeres,74283,556729,13.342757430000000000000
1743,2011,3,Hidalgo,Mujeres,61775,410010,15.066705690000000000000
1745,2011,3,Jalisco,Mujeres,210487,1301332,16.174734810000000000000
1747,2011,3,M xico,Mujeres,354175,2351817,15.059632620000000000000
1749,2011,3,Michoac n,Mujeres,87305,647623,13.480836840000000000000
1751,2011,3,Morelos,Mujeres,33012,306961,10.754460660000000000000
1753,2011,3,Nayarit,Mujeres,15126,175891,8.5996440980000000000000
1755,2011,3,Nuevo Le n,Mujeres,124917,761896,16.39554480000000000000
1757,2011,3,Oaxaca,Mujeres,123629,649350,19.038885040000000000000
1759,2011,3,Puebla,Mujeres,157540,914328,17.230140610000000000000
1761,2011,3,Quer taro,Mujeres,51516,282384,18.243243240000000000000
1763,2011,3,Quintana Roo,Mujeres,13563,251937,5.3834887290000000000000
1765,2011,3,San Luis Potos ,Mujeres,52059,368957,14.109774310000000000000
1767,2011,3,Sinaloa,Mujeres,45678,427526,10.684262480000000000000
1769,2011,3,Sonora,Mujeres,91173,440719,20.687331380000000000000
1771,2011,3,Tabasco,Mujeres,19808,297963,6.6478052640000000000000
1773,2011,3,Tamaulipas,Mujeres,87035,540818,16.093214350000000000000
1775,2011,3,Tlaxcala,Mujeres,45689,188172,24.280445550000000000000
1777,2011,3,Veracruz,Mujeres,106455,1029073,10.344747170000000000000
1779,2011,3,Yucat n,Mujeres,74857,357159,20.959012650000000000000
1781,2011,3,Zacatecas,Mujeres,22267,201733,11.037856970000000000000
1783,2011,4,Nacional,Mujeres,2688624,18624082,14.436276640000000000000
1785,2011,4,Aguascalientes,Mujeres,30613,190561,16.06467220000000000000
1787,2011,4,Baja California,Mujeres,99851,544389,18.341847470000000000000
1789,2011,4,Baja California Sur,Mujeres,7170,127974,5.6027005490000000000000
1791,2011,4,Campeche,Mujeres,18074,136518,13.23927980000000000000
1793,2011,4,Coahuila,Mujeres,86119,436720,19.719499910000000000000
1795,2011,4,Colima,Mujeres,11359,131684,8.6259530390000000000000
1797,2011,4,Chiapas,Mujeres,59358,573584,10.348615020000000000000
1799,2011,4,Chihuahua,Mujeres,107340,469665,22.854587840000000000000
1801,2011,4,Ciudad de M xico,Mujeres,166854,1816216,9.1869028790000000000000
1803,2011,4,Durango,Mujeres,32668,240919,13.559744150000000000000
1805,2011,4,Guanajuato,Mujeres,183582,902820,20.33428590000000000000
1807,2011,4,Guerrero,Mujeres,74507,593655,12.550555460000000000000
1809,2011,4,Hidalgo,Mujeres,57193,393583,14.53136950000000000000
1811,2011,4,Jalisco,Mujeres,218337,1341714,16.272991110000000000000
1813,2011,4,M xico,Mujeres,363212,2494574,14.56008120000000000000
1815,2011,4,Michoac n,Mujeres,75791,626415,12.099167480000000000000
1817,2011,4,Morelos,Mujeres,31539,315554,9.9948027910000000000000
1819,2011,4,Nayarit,Mujeres,19066,190333,10.017180420000000000000
1821,2011,4,Nuevo Le n,Mujeres,135356,802067,16.87589690000000000000
1823,2011,4,Oaxaca,Mujeres,118819,680739,17.454413510000000000000
1825,2011,4,Puebla,Mujeres,178304,1032380,17.271159840000000000000
1827,2011,4,Quer taro,Mujeres,53107,286135,18.560120220000000000000
1829,2011,4,Quintana Roo,Mujeres,13455,259688,5.1812174610000000000000
1831,2011,4,San Luis Potos ,Mujeres,55681,379624,14.667407750000000000000
1833,2011,4,Sinaloa,Mujeres,48853,495370,9.8619213920000000000000
1835,2011,4,Sonora,Mujeres,90803,458237,19.815728540000000000000
1837,2011,4,Tabasco,Mujeres,21279,327553,6.4963532620000000000000
1839,2011,4,Tamaulipas,Mujeres,89413,558091,16.021222350000000000000
1841,2011,4,Tlaxcala,Mujeres,49488,187705,26.364774510000000000000
1843,2011,4,Veracruz,Mujeres,89707,1062171,8.4456269280000000000000
1845,2011,4,Yucat n,Mujeres,80099,366904,21.831051170000000000000
1847,2011,4,Zacatecas,Mujeres,21627,200540,10.784382170000000000000
1849,2012,1,Nacional,Mujeres,2664848,18047513,14.765735310000000000000
1851,2012,1,Aguascalientes,Mujeres,28414,179353,15.842500540000000000000
1853,2012,1,Baja California,Mujeres,95370,521057,18.303179880000000000000
1855,2012,1,Baja California Sur,Mujeres,8435,125464,6.723044060000000000000
1857,2012,1,Campeche,Mujeres,18807,140688,13.367877860000000000000
1859,2012,1,Coahuila,Mujeres,79016,429578,18.393865610000000000000
1861,2012,1,Colima,Mujeres,11077,132909,8.3342738260000000000000
1863,2012,1,Chiapas,Mujeres,54895,579346,9.4753394340000000000000
1865,2012,1,Chihuahua,Mujeres,102123,456369,22.37728680000000000000
1867,2012,1,Ciudad de M xico,Mujeres,184014,1772491,10.381660610000000000000
1869,2012,1,Durango,Mujeres,32947,231108,14.256105370000000000000
1871,2012,1,Guanajuato,Mujeres,173508,859023,20.198295040000000000000
1873,2012,1,Guerrero,Mujeres,74917,524527,14.282772860000000000000
1875,2012,1,Hidalgo,Mujeres,54290,371425,14.616679010000000000000
1877,2012,1,Jalisco,Mujeres,215416,1290827,16.688216160000000000000
1879,2012,1,M xico,Mujeres,364069,2392528,15.2169170000000000000
1881,2012,1,Michoac n,Mujeres,91761,655473,13.999203630000000000000
1883,2012,1,Morelos,Mujeres,30159,307933,9.7940136330000000000000
1885,2012,1,Nayarit,Mujeres,18944,195549,9.6875974820000000000000
1887,2012,1,Nuevo Le n,Mujeres,122683,780544,15.717627710000000000000
1889,2012,1,Oaxaca,Mujeres,116609,635452,18.350559920000000000000
1891,2012,1,Puebla,Mujeres,183210,937950,19.533024150000000000000
1893,2012,1,Quer taro,Mujeres,49990,290136,17.229850830000000000000
1895,2012,1,Quintana Roo,Mujeres,15070,269266,5.5966962040000000000000
1897,2012,1,San Luis Potos ,Mujeres,55105,361685,15.235633220000000000000
1899,2012,1,Sinaloa,Mujeres,45206,490753,9.2115585640000000000000
