Entidad_Federativa,Periodo,Trimestre,Sexo,Poblacion_ocupada_en_la_industria_manufacturera,Poblaci n_ocupada,Tasa_de_ocupaci n_en_la_industria_manufacturera
Tamaulipas,2013,1,Mujeres,96589,550188,17.555635530000000000000
Tlaxcala,2013,1,Mujeres,51211,198034,25.859700860000000000000
Veracruz,2013,1,Mujeres,103818,1102037,9.4205548450000000000000
Yucat n,2013,1,Mujeres,78743,381788,20.624797010000000000000
Zacatecas,2013,1,Mujeres,18912,189055,10.003438150000000000000
Nacional,2013,2,Mujeres,2833187,18962245,14.941200260000000000000
Aguascalientes,2013,2,Mujeres,33538,195543,17.151214820000000000000
Baja California,2013,2,Mujeres,133034,595096,22.35504860000000000000
Baja California Sur,2013,2,Mujeres,10113,134646,7.5108061140000000000000
Campeche,2013,2,Mujeres,18130,139268,13.018065890000000000000
Coahuila,2013,2,Mujeres,88101,461552,19.087990090000000000000
Colima,2013,2,Mujeres,12530,143890,8.7080408650000000000000
Chiapas,2013,2,Mujeres,60197,567388,10.609494740000000000000
Chihuahua,2013,2,Mujeres,148094,552353,26.811477440000000000000
Ciudad de M xico,2013,2,Mujeres,176832,1796182,9.8448820890000000000000
Durango,2013,2,Mujeres,31031,238461,13.013029380000000000000
Guanajuato,2013,2,Mujeres,182663,922252,19.80619180000000000000
Guerrero,2013,2,Mujeres,63598,536227,11.860275590000000000000
Hidalgo,2013,2,Mujeres,65235,413393,15.780383320000000000000
Jalisco,2013,2,Mujeres,230736,1372703,16.808880000000000000
M xico,2013,2,Mujeres,387904,2597861,14.931668780000000000000
Michoac n,2013,2,Mujeres,88823,690292,12.867453190000000000000
Morelos,2013,2,Mujeres,36130,326305,11.072462880000000000000
Nayarit,2013,2,Mujeres,14225,207118,6.8680655470000000000000
Nuevo Le n,2013,2,Mujeres,138917,813858,17.068948150000000000000
Oaxaca,2013,2,Mujeres,116625,615256,18.95552420000000000000
Puebla,2013,2,Mujeres,150589,974922,15.446261340000000000000
Quer taro,2013,2,Mujeres,50837,267870,18.978235710000000000000
Quintana Roo,2013,2,Mujeres,12070,265069,4.5535313450000000000000
San Luis Potos ,2013,2,Mujeres,63477,398085,15.945589510000000000000
Sinaloa,2013,2,Mujeres,48005,504153,9.5219110070000000000000
Sonora,2013,2,Mujeres,96454,503356,19.162183420000000000000
Tabasco,2013,2,Mujeres,17613,309578,5.6893577710000000000000
Tamaulipas,2013,2,Mujeres,102041,551469,18.503487960000000000000
Tlaxcala,2013,2,Mujeres,53364,205511,25.966493280000000000000
Veracruz,2013,2,Mujeres,108991,1091072,9.9893499240000000000000
Yucat n,2013,2,Mujeres,73935,376348,19.64538140000000000000
Zacatecas,2013,2,Mujeres,19355,195168,9.9170970650000000000000
Nacional,2013,3,Mujeres,2925228,18893666,15.482585540000000000000
Aguascalientes,2013,3,Mujeres,36633,196053,18.685253480000000000000
Baja California,2013,3,Mujeres,138738,567098,24.464554630000000000000
Baja California Sur,2013,3,Mujeres,9480,126833,7.4743954650000000000000
Campeche,2013,3,Mujeres,18636,137354,13.567861150000000000000
Coahuila,2013,3,Mujeres,95153,476058,19.987690580000000000000
Colima,2013,3,Mujeres,11085,139365,7.9539339150000000000000
Chiapas,2013,3,Mujeres,75919,571707,13.279354630000000000000
Chihuahua,2013,3,Mujeres,158160,541303,29.218386010000000000000
Ciudad de M xico,2013,3,Mujeres,187305,1888854,9.9163302190000000000000
Durango,2013,3,Mujeres,37287,243545,15.310106960000000000000
Guanajuato,2013,3,Mujeres,197878,960035,20.61154020000000000000
Guerrero,2013,3,Mujeres,63756,535020,11.916563870000000000000
Hidalgo,2013,3,Mujeres,56824,383360,14.822621040000000000000
Jalisco,2013,3,Mujeres,244270,1351097,18.07938290000000000000
M xico,2013,3,Mujeres,382799,2502113,15.299029260000000000000
Michoac n,2013,3,Mujeres,104926,673885,15.570312440000000000000
Morelos,2013,3,Mujeres,38617,320122,12.06321340000000000000
Nayarit,2013,3,Mujeres,14551,206777,7.0370495750000000000000
Nuevo Le n,2013,3,Mujeres,143116,783119,18.275128050000000000000
Oaxaca,2013,3,Mujeres,115779,637899,18.150051970000000000000
Puebla,2013,3,Mujeres,137585,1008494,13.642619590000000000000
Quer taro,2013,3,Mujeres,50723,267737,18.945084170000000000000
Quintana Roo,2013,3,Mujeres,13463,264637,5.0873460630000000000000
San Luis Potos ,2013,3,Mujeres,67331,396860,16.965932570000000000000
Sinaloa,2013,3,Mujeres,54607,467614,11.677794080000000000000
Sonora,2013,3,Mujeres,87947,477954,18.400724760000000000000
Tabasco,2013,3,Mujeres,16571,303168,5.4659462740000000000000
Tamaulipas,2013,3,Mujeres,111085,568503,19.539914480000000000000
Tlaxcala,2013,3,Mujeres,58573,212007,27.627861340000000000000
Veracruz,2013,3,Mujeres,100275,1104387,9.0796976060000000000000
Yucat n,2013,3,Mujeres,79312,383981,20.655188670000000000000
Zacatecas,2013,3,Mujeres,16844,196727,8.5621190790000000000000
Nacional,2013,4,Mujeres,2937462,19174537,15.319598070000000000000
Aguascalientes,2013,4,Mujeres,35991,198203,18.158655520000000000000
Baja California,2013,4,Mujeres,141906,585456,24.238542260000000000000
Baja California Sur,2013,4,Mujeres,10304,132231,7.7924238640000000000000
Campeche,2013,4,Mujeres,17708,139400,12.703012910000000000000
Coahuila,2013,4,Mujeres,95517,467434,20.43432870000000000000
Colima,2013,4,Mujeres,11928,145401,8.2035199210000000000000
Chiapas,2013,4,Mujeres,62572,540658,11.573305120000000000000
Chihuahua,2013,4,Mujeres,152036,529443,28.716216850000000000000
Ciudad de M xico,2013,4,Mujeres,188138,1887514,9.9675022280000000000000
Durango,2013,4,Mujeres,32561,241200,13.499585410000000000000
Guanajuato,2013,4,Mujeres,205383,952791,21.555934090000000000000
Guerrero,2013,4,Mujeres,63988,546354,11.711820540000000000000
Hidalgo,2013,4,Mujeres,58522,433627,13.495930830000000000000
Jalisco,2013,4,Mujeres,239833,1334683,17.969285590000000000000
M xico,2013,4,Mujeres,396060,2632064,15.047506440000000000000
Michoac n,2013,4,Mujeres,93023,696287,13.359864540000000000000
Morelos,2013,4,Mujeres,38154,333613,11.436604690000000000000
Nayarit,2013,4,Mujeres,16877,213039,7.9220236670000000000000
Nuevo Le n,2013,4,Mujeres,142089,801494,17.728017930000000000000
Oaxaca,2013,4,Mujeres,114651,639535,17.927244010000000000000
Puebla,2013,4,Mujeres,150448,998535,15.066872970000000000000
Quer taro,2013,4,Mujeres,53314,279293,19.088913790000000000000
Quintana Roo,2013,4,Mujeres,11374,251343,4.5252901410000000000000
San Luis Potos ,2013,4,Mujeres,71968,404272,17.801875960000000000000
Sinaloa,2013,4,Mujeres,51279,492529,10.411366640000000000000
Sonora,2013,4,Mujeres,98777,508335,19.431477270000000000000
Tabasco,2013,4,Mujeres,17766,314205,5.6542703010000000000000
Tamaulipas,2013,4,Mujeres,114591,592686,19.33418370000000000000
Tlaxcala,2013,4,Mujeres,53497,204879,26.111509720000000000000
Veracruz,2013,4,Mujeres,94440,1088976,8.6723674350000000000000
Yucat n,2013,4,Mujeres,83879,390269,21.492611510000000000000
Zacatecas,2013,4,Mujeres,18888,198788,9.5015795720000000000000
Nacional,2014,1,Mujeres,2846357,18606618,15.297551660000000000000
Aguascalientes,2014,1,Mujeres,37275,191488,19.465971760000000000000
Baja California,2014,1,Mujeres,149978,564416,26.572244590000000000000
Baja California Sur,2014,1,Mujeres,9591,136511,7.0258074440000000000000
Campeche,2014,1,Mujeres,17159,135933,12.623130510000000000000
Coahuila,2014,1,Mujeres,97303,447548,21.741355120000000000000
Colima,2014,1,Mujeres,11715,139483,8.3988729810000000000000
Chiapas,2014,1,Mujeres,62032,519404,11.942919190000000000000
Chihuahua,2014,1,Mujeres,158030,520561,30.35763340000000000000
Ciudad de M xico,2014,1,Mujeres,169619,1810639,9.3679082360000000000000
Durango,2014,1,Mujeres,34714,237609,14.609715960000000000000
Guanajuato,2014,1,Mujeres,193074,909209,21.235381520000000000000
Guerrero,2014,1,Mujeres,69512,503840,13.796443320000000000000
Hidalgo,2014,1,Mujeres,61898,414184,14.94456570000000000000
Jalisco,2014,1,Mujeres,214030,1305526,16.394158370000000000000
M xico,2014,1,Mujeres,396043,2587573,15.305577850000000000000
Michoac n,2014,1,Mujeres,87201,670971,12.996239780000000000000
Morelos,2014,1,Mujeres,33046,318213,10.3848680000000000000
Nayarit,2014,1,Mujeres,17697,216358,8.1794987940000000000000
Nuevo Le n,2014,1,Mujeres,127060,752036,16.895467770000000000000
Oaxaca,2014,1,Mujeres,122854,662029,18.557193110000000000000
Puebla,2014,1,Mujeres,146207,985891,14.829935560000000000000
Quer taro,2014,1,Mujeres,52798,267836,19.712809330000000000000
Quintana Roo,2014,1,Mujeres,10237,248681,4.1165187530000000000000
San Luis Potos ,2014,1,Mujeres,63347,386663,16.383000180000000000000
Sinaloa,2014,1,Mujeres,46690,479413,9.7389933110000000000000
Sonora,2014,1,Mujeres,89016,499360,17.82601730000000000000
Tabasco,2014,1,Mujeres,16199,302945,5.347175230000000000000
Tamaulipas,2014,1,Mujeres,119841,568035,21.097467590000000000000
Tlaxcala,2014,1,Mujeres,48493,200771,24.153388690000000000000
Veracruz,2014,1,Mujeres,85044,1059519,8.0266611550000000000000
Yucat n,2014,1,Mujeres,75161,367498,20.452084090000000000000
Zacatecas,2014,1,Mujeres,23493,196475,11.957246470000000000000
Nacional,2014,2,Mujeres,2833417,18710926,15.143114780000000000000
Aguascalientes,2014,2,Mujeres,34967,194316,17.99491550000000000000
Baja California,2014,2,Mujeres,152754,581596,26.264623550000000000000
Baja California Sur,2014,2,Mujeres,7529,133127,5.6555018890000000000000
Campeche,2014,2,Mujeres,16131,137019,11.772819830000000000000
Coahuila,2014,2,Mujeres,98013,465447,21.057821840000000000000
Colima,2014,2,Mujeres,12088,142445,8.4860823480000000000000
Chiapas,2014,2,Mujeres,66991,526872,12.714852940000000000000
Chihuahua,2014,2,Mujeres,152774,533145,28.655243880000000000000
Ciudad de M xico,2014,2,Mujeres,153043,1815955,8.4276868090000000000000
Durango,2014,2,Mujeres,33178,243030,13.651812530000000000000
Guanajuato,2014,2,Mujeres,171730,928758,18.490284880000000000000
Guerrero,2014,2,Mujeres,71899,534116,13.461308030000000000000
Hidalgo,2014,2,Mujeres,55368,435672,12.70864320000000000000
Jalisco,2014,2,Mujeres,228980,1306607,17.524779830000000000000
M xico,2014,2,Mujeres,380549,2554314,14.89828580000000000000
Michoac n,2014,2,Mujeres,91386,679576,13.447502560000000000000
Morelos,2014,2,Mujeres,31197,319638,9.7601036170000000000000
Nayarit,2014,2,Mujeres,15847,203554,7.7851577470000000000000
Nuevo Le n,2014,2,Mujeres,136692,798023,17.128829620000000000000
Oaxaca,2014,2,Mujeres,106398,637374,16.693181710000000000000
Puebla,2014,2,Mujeres,136402,958392,14.23238090000000000000
Quer taro,2014,2,Mujeres,55903,279768,19.981913590000000000000
Quintana Roo,2014,2,Mujeres,13204,259180,5.0945288990000000000000
San Luis Potos ,2014,2,Mujeres,71990,398996,18.04278740000000000000
Sinaloa,2014,2,Mujeres,52325,461030,11.349586790000000000000
Sonora,2014,2,Mujeres,103002,524892,19.62346540000000000000
Tabasco,2014,2,Mujeres,18052,303157,5.9546703520000000000000
Tamaulipas,2014,2,Mujeres,122190,563696,21.676577450000000000000
Tlaxcala,2014,2,Mujeres,49753,206733,24.066307750000000000000
Veracruz,2014,2,Mujeres,91504,1016583,9.0011341920000000000000
Yucat n,2014,2,Mujeres,76284,373553,20.42119860000000000000
Zacatecas,2014,2,Mujeres,25294,194362,13.013860730000000000000
Nacional,2014,3,Mujeres,2885267,18606074,15.507124180000000000000
Aguascalientes,2014,3,Mujeres,34767,189395,18.35687320000000000000
Baja California,2014,3,Mujeres,153200,565713,27.080869630000000000000
Baja California Sur,2014,3,Mujeres,8205,130881,6.2690535680000000000000
Campeche,2014,3,Mujeres,17516,137676,12.722624130000000000000
Coahuila,2014,3,Mujeres,108740,475758,22.856157960000000000000
Colima,2014,3,Mujeres,12924,140788,9.1797596390000000000000
Chiapas,2014,3,Mujeres,58291,517301,11.268294470000000000000
Chihuahua,2014,3,Mujeres,152768,514632,29.684901060000000000000
Ciudad de M xico,2014,3,Mujeres,141663,1817948,7.7924671110000000000000
Durango,2014,3,Mujeres,34328,240361,14.281851050000000000000
Guanajuato,2014,3,Mujeres,187047,930948,20.092099670000000000000
Guerrero,2014,3,Mujeres,76971,541608,14.211569990000000000000
Hidalgo,2014,3,Mujeres,74315,432442,17.184963530000000000000
Jalisco,2014,3,Mujeres,219017,1288906,16.992472690000000000000
M xico,2014,3,Mujeres,393608,2508994,15.687881280000000000000
Michoac n,2014,3,Mujeres,94143,658303,14.300861460000000000000
Morelos,2014,3,Mujeres,31117,320840,9.6986036650000000000000
Nayarit,2014,3,Mujeres,19548,207093,9.4392374440000000000000
Nuevo Le n,2014,3,Mujeres,138708,794005,17.46941140000000000000
Oaxaca,2014,3,Mujeres,107634,631911,17.033094850000000000000
Puebla,2014,3,Mujeres,145867,963672,15.136581740000000000000
Quer taro,2014,3,Mujeres,54740,275025,19.903645120000000000000
Quintana Roo,2014,3,Mujeres,12894,256480,5.0272925760000000000000
San Luis Potos ,2014,3,Mujeres,66142,395083,16.741292340000000000000
Sinaloa,2014,3,Mujeres,57670,478190,12.060059810000000000000
Sonora,2014,3,Mujeres,93847,502764,18.666213170000000000000
Tabasco,2014,3,Mujeres,16624,306159,5.4298583420000000000000
Tamaulipas,2014,3,Mujeres,125275,576330,21.736678640000000000000
Tlaxcala,2014,3,Mujeres,53844,206151,26.11871880000000000000
Veracruz,2014,3,Mujeres,89022,1027190,8.6665563330000000000000
Yucat n,2014,3,Mujeres,79752,369418,21.58855280000000000000
Zacatecas,2014,3,Mujeres,25080,204109,12.287552240000000000000
Nacional,2014,4,Mujeres,2933380,18791666,15.610004990000000000000
Aguascalientes,2014,4,Mujeres,34460,185051,18.621893420000000000000
Baja California,2014,4,Mujeres,159936,585215,27.329443030000000000000
Baja California Sur,2014,4,Mujeres,5972,132528,4.5062175540000000000000
Campeche,2014,4,Mujeres,17266,141188,12.229084620000000000000
Coahuila,2014,4,Mujeres,111860,462458,24.188142490000000000000
Colima,2014,4,Mujeres,10898,142117,7.6683296160000000000000
Chiapas,2014,4,Mujeres,73529,529921,13.875464460000000000000
Chihuahua,2014,4,Mujeres,162520,536016,30.319990450000000000000
Ciudad de M xico,2014,4,Mujeres,154227,1774959,8.6890457750000000000000
Durango,2014,4,Mujeres,37898,258841,14.64142080000000000000
Guanajuato,2014,4,Mujeres,194671,935112,20.817934110000000000000
Guerrero,2014,4,Mujeres,65196,527215,12.36611250000000000000
Hidalgo,2014,4,Mujeres,78885,446464,17.66883780000000000000
Jalisco,2014,4,Mujeres,226360,1317342,17.183085330000000000000
M xico,2014,4,Mujeres,387366,2456580,15.768507440000000000000
Michoac n,2014,4,Mujeres,100945,702087,14.377847760000000000000
Morelos,2014,4,Mujeres,29917,322413,9.2790923440000000000000
Nayarit,2014,4,Mujeres,18761,209029,8.9753096460000000000000
Nuevo Le n,2014,4,Mujeres,137003,809811,16.917898130000000000000
Oaxaca,2014,4,Mujeres,96724,636346,15.199906970000000000000
Puebla,2014,4,Mujeres,147082,994294,14.792606610000000000000
Quer taro,2014,4,Mujeres,56723,281863,20.124315710000000000000
Quintana Roo,2014,4,Mujeres,12675,262558,4.827504780000000000000
San Luis Potos ,2014,4,Mujeres,71705,399252,17.959834890000000000000
Sinaloa,2014,4,Mujeres,53754,514054,10.456878070000000000000
Sonora,2014,4,Mujeres,96260,526998,18.265723970000000000000
Tabasco,2014,4,Mujeres,18183,322961,5.6300915590000000000000
Tamaulipas,2014,4,Mujeres,119723,572203,20.923168880000000000000
Tlaxcala,2014,4,Mujeres,52377,203174,25.779381220000000000000
Veracruz,2014,4,Mujeres,95381,1018291,9.3667723670000000000000
Yucat n,2014,4,Mujeres,78242,371840,21.041845960000000000000
Zacatecas,2014,4,Mujeres,26881,213485,12.591516970000000000000
Nacional,2015,1,Mujeres,2889284,18796071,15.371744450000000000000
Aguascalientes,2015,1,Mujeres,36461,189825,19.207691290000000000000
Baja California,2015,1,Mujeres,153687,569901,26.967315380000000000000
Baja California Sur,2015,1,Mujeres,7375,133503,5.524220430000000000000
Campeche,2015,1,Mujeres,17366,135217,12.843059670000000000000
Coahuila,2015,1,Mujeres,116515,457706,25.456297270000000000000
Colima,2015,1,Mujeres,10853,143103,7.5840478540000000000000
Chiapas,2015,1,Mujeres,70702,548081,12.899918080000000000000
Chihuahua,2015,1,Mujeres,155360,527075,29.475881040000000000000
Ciudad de M xico,2015,1,Mujeres,148279,1777307,8.3429030550000000000000
Durango,2015,1,Mujeres,38685,259578,14.903034930000000000000
Guanajuato,2015,1,Mujeres,175800,901367,19.503709370000000000000
Guerrero,2015,1,Mujeres,77356,511069,15.136116650000000000000
Hidalgo,2015,1,Mujeres,69866,434655,16.073897690000000000000
Jalisco,2015,1,Mujeres,236456,1348925,17.529217710000000000000
M xico,2015,1,Mujeres,397013,2580029,15.387927810000000000000
Michoac n,2015,1,Mujeres,95644,704023,13.585351610000000000000
Morelos,2015,1,Mujeres,33098,324563,10.1977120000000000000
Nayarit,2015,1,Mujeres,16396,214615,7.6397269530000000000000
Nuevo Le n,2015,1,Mujeres,147361,795599,18.522019260000000000000
Oaxaca,2015,1,Mujeres,97177,623787,15.578554860000000000000
Puebla,2015,1,Mujeres,131262,963926,13.617435360000000000000
Quer taro,2015,1,Mujeres,60691,290950,20.859597870000000000000
Quintana Roo,2015,1,Mujeres,12356,272137,4.5403601860000000000000
San Luis Potos ,2015,1,Mujeres,61681,391764,15.744427770000000000000
Sinaloa,2015,1,Mujeres,51651,515660,10.016483730000000000000
Sonora,2015,1,Mujeres,93912,514419,18.255935340000000000000
Tabasco,2015,1,Mujeres,13824,304708,4.5368024470000000000000
Tamaulipas,2015,1,Mujeres,121386,564023,21.521462780000000000000
Tlaxcala,2015,1,Mujeres,52286,199923,26.153068930000000000000
Veracruz,2015,1,Mujeres,82396,1020657,8.0728393570000000000000
Yucat n,2015,1,Mujeres,80672,374892,21.518730730000000000000
Zacatecas,2015,1,Mujeres,25717,203084,12.663232950000000000000
Nacional,2015,2,Mujeres,2912853,19027016,15.309037420000000000000
Aguascalientes,2015,2,Mujeres,34469,193786,17.787146650000000000000
Baja California,2015,2,Mujeres,149173,579469,25.743050970000000000000
Baja California Sur,2015,2,Mujeres,7052,138284,5.0996499960000000000000
Campeche,2015,2,Mujeres,17177,142913,12.019200490000000000000
Coahuila,2015,2,Mujeres,114563,460080,24.900669450000000000000
Colima,2015,2,Mujeres,10034,143363,6.9990164830000000000000
Chiapas,2015,2,Mujeres,61815,532194,11.615125310000000000000
Chihuahua,2015,2,Mujeres,166636,525069,31.736019460000000000000
Ciudad de M xico,2015,2,Mujeres,141102,1807167,7.8079114990000000000000
Durango,2015,2,Mujeres,41106,267294,15.378571910000000000000
Guanajuato,2015,2,Mujeres,186426,950581,19.611795310000000000000
Guerrero,2015,2,Mujeres,59379,523677,11.338859640000000000000
Hidalgo,2015,2,Mujeres,78613,467110,16.829654690000000000000
Jalisco,2015,2,Mujeres,214834,1296409,16.57146780000000000000
M xico,2015,2,Mujeres,404415,2590339,15.612435280000000000000
Michoac n,2015,2,Mujeres,93062,699159,13.310563120000000000000
Morelos,2015,2,Mujeres,31374,327188,9.5889824810000000000000
Nayarit,2015,2,Mujeres,19227,212295,9.0567370880000000000000
Nuevo Le n,2015,2,Mujeres,155798,823259,18.924542580000000000000
Oaxaca,2015,2,Mujeres,92739,639186,14.508922290000000000000
Puebla,2015,2,Mujeres,143410,963494,14.884368770000000000000
Quer taro,2015,2,Mujeres,54972,284662,19.31132360000000000000
Quintana Roo,2015,2,Mujeres,13099,279778,4.6819263840000000000000
San Luis Potos ,2015,2,Mujeres,77381,416504,18.578693120000000000000
Sinaloa,2015,2,Mujeres,53250,488178,10.907906540000000000000
Sonora,2015,2,Mujeres,111449,536658,20.767229780000000000000
Tabasco,2015,2,Mujeres,16811,322385,5.2145726380000000000000
Tamaulipas,2015,2,Mujeres,107495,592195,18.151960080000000000000
Tlaxcala,2015,2,Mujeres,55873,215106,25.974635760000000000000
Veracruz,2015,2,Mujeres,95806,1024562,9.3509226380000000000000
Yucat n,2015,2,Mujeres,79743,374793,21.276544650000000000000
Zacatecas,2015,2,Mujeres,24570,209879,11.706745320000000000000
Nacional,2015,3,Mujeres,3042371,19276695,15.782638050000000000000
Aguascalientes,2015,3,Mujeres,35006,196539,17.811223220000000000000
Baja California,2015,3,Mujeres,142400,568233,25.060142580000000000000
Baja California Sur,2015,3,Mujeres,8402,138699,6.0577221180000000000000
Campeche,2015,3,Mujeres,15744,138584,11.360618830000000000000
Coahuila,2015,3,Mujeres,118817,468895,25.339788230000000000000
Colima,2015,3,Mujeres,12847,141702,9.0662093690000000000000
Chiapas,2015,3,Mujeres,63388,557244,11.375268280000000000000
Chihuahua,2015,3,Mujeres,160111,526004,30.439122140000000000000
Ciudad de M xico,2015,3,Mujeres,142645,1909189,7.471497060000000000000
Durango,2015,3,Mujeres,39556,272607,14.510265690000000000000
Guanajuato,2015,3,Mujeres,198193,928885,21.336656310000000000000
Guerrero,2015,3,Mujeres,62652,537085,11.665192660000000000000
Hidalgo,2015,3,Mujeres,81224,482597,16.830606080000000000000
Jalisco,2015,3,Mujeres,247772,1315912,18.828918650000000000000
M xico,2015,3,Mujeres,427827,2686834,15.923090150000000000000
Michoac n,2015,3,Mujeres,99461,703307,14.141903890000000000000
Morelos,2015,3,Mujeres,32158,311899,10.310388940000000000000
Nayarit,2015,3,Mujeres,20421,214425,9.5236096540000000000000
Nuevo Le n,2015,3,Mujeres,161523,816449,19.783599470000000000000
Oaxaca,2015,3,Mujeres,105116,642083,16.371092210000000000000
Puebla,2015,3,Mujeres,159369,993087,16.047838710000000000000
Quer taro,2015,3,Mujeres,49562,285197,17.378163160000000000000
Quintana Roo,2015,3,Mujeres,13518,272719,4.9567503550000000000000
San Luis Potos ,2015,3,Mujeres,69993,412425,16.971085650000000000000
Sinaloa,2015,3,Mujeres,52520,486605,10.793148450000000000000
Sonora,2015,3,Mujeres,108522,519230,20.90056430000000000000
Tabasco,2015,3,Mujeres,18941,334792,5.6575425940000000000000
Tamaulipas,2015,3,Mujeres,131777,585077,22.523018340000000000000
Tlaxcala,2015,3,Mujeres,56758,203479,27.893787570000000000000
Veracruz,2015,3,Mujeres,98474,1045782,9.4163028240000000000000
Yucat n,2015,3,Mujeres,85334,372869,22.885785620000000000000
Zacatecas,2015,3,Mujeres,22340,208261,10.726924390000000000000
Nacional,2015,4,Mujeres,3087747,19810743,15.586225110000000000000
Aguascalientes,2015,4,Mujeres,39310,201136,19.543990140000000000000
Baja California,2015,4,Mujeres,147865,595333,24.837359930000000000000
Baja California Sur,2015,4,Mujeres,7530,141528,5.320501950000000000000
Campeche,2015,4,Mujeres,15594,145349,10.728659980000000000000
Coahuila,2015,4,Mujeres,108055,469770,23.001681670000000000000
Colima,2015,4,Mujeres,10933,143367,7.6258832230000000000000
Chiapas,2015,4,Mujeres,67780,570427,11.882326750000000000000
Chihuahua,2015,4,Mujeres,173100,578468,29.923867870000000000000
Ciudad de M xico,2015,4,Mujeres,131684,1780937,7.3940852480000000000000
Durango,2015,4,Mujeres,34937,274795,12.713841230000000000000
Guanajuato,2015,4,Mujeres,199603,965831,20.6664520000000000000
Guerrero,2015,4,Mujeres,78113,551411,14.166021350000000000000
Hidalgo,2015,4,Mujeres,88703,497098,17.844167550000000000000
Jalisco,2015,4,Mujeres,272732,1413477,19.295114110000000000000
M xico,2015,4,Mujeres,475987,2837896,16.772531480000000000000
Michoac n,2015,4,Mujeres,76961,704414,10.925535270000000000000
Morelos,2015,4,Mujeres,30799,307547,10.01440430000000000000
Nayarit,2015,4,Mujeres,25346,225118,11.258984180000000000000
Nuevo Le n,2015,4,Mujeres,150924,840625,17.953784390000000000000
Oaxaca,2015,4,Mujeres,102138,665218,15.354064380000000000000
Puebla,2015,4,Mujeres,152601,1008687,15.128677180000000000000
Quer taro,2015,4,Mujeres,60899,308761,19.723669760000000000000
Quintana Roo,2015,4,Mujeres,13370,292258,4.5747250720000000000000
San Luis Potos ,2015,4,Mujeres,72292,429199,16.843468880000000000000
Sinaloa,2015,4,Mujeres,52355,498998,10.492026020000000000000
Sonora,2015,4,Mujeres,101382,532146,19.051538490000000000000
Tabasco,2015,4,Mujeres,20066,338045,5.9358961090000000000000
Tamaulipas,2015,4,Mujeres,122514,616643,19.867897630000000000000
Tlaxcala,2015,4,Mujeres,57618,214765,26.828393830000000000000
Veracruz,2015,4,Mujeres,92314,1061517,8.6964221960000000000000
Yucat n,2015,4,Mujeres,85024,386277,22.011147440000000000000
Zacatecas,2015,4,Mujeres,19218,213702,8.992896650000000000000
Nacional,2016,1,Mujeres,3043587,19296727,15.772555630000000000000
Aguascalientes,2016,1,Mujeres,38166,204160,18.694161440000000000000
Baja California,2016,1,Mujeres,148914,589205,25.273716280000000000000
Baja California Sur,2016,1,Mujeres,7934,136866,5.7969108470000000000000
Campeche,2016,1,Mujeres,12642,137939,9.1649207260000000000000
Coahuila,2016,1,Mujeres,101381,468792,21.626008980000000000000
Colima,2016,1,Mujeres,10513,146781,7.1623711520000000000000
Chiapas,2016,1,Mujeres,68466,587419,11.655394190000000000000
Chihuahua,2016,1,Mujeres,181420,553531,32.77503880000000000000
Ciudad de M xico,2016,1,Mujeres,149968,1805232,8.3074086880000000000000
Durango,2016,1,Mujeres,32438,267994,12.104002330000000000000
Guanajuato,2016,1,Mujeres,205229,952731,21.541127560000000000000
Guerrero,2016,1,Mujeres,102117,566239,18.034257620000000000000
Hidalgo,2016,1,Mujeres,68090,447877,15.202834710000000000000
Jalisco,2016,1,Mujeres,240848,1342901,17.934903620000000000000
M xico,2016,1,Mujeres,411594,2681727,15.348094720000000000000
Michoac n,2016,1,Mujeres,98205,727742,13.494480190000000000000
Morelos,2016,1,Mujeres,35843,317819,11.277802770000000000000
Nayarit,2016,1,Mujeres,21062,222846,9.4513700040000000000000
Nuevo Le n,2016,1,Mujeres,151908,822593,18.466969690000000000000
Oaxaca,2016,1,Mujeres,123662,632359,19.555663790000000000000
Puebla,2016,1,Mujeres,154373,965796,15.984017330000000000000
Quer taro,2016,1,Mujeres,59420,293235,20.26361110000000000000
Quintana Roo,2016,1,Mujeres,11427,284667,4.0141639180000000000000
San Luis Potos ,2016,1,Mujeres,64982,418260,15.536269310000000000000
Sinaloa,2016,1,Mujeres,48356,504123,9.5921035140000000000000
Sonora,2016,1,Mujeres,92820,518030,17.91788120000000000000
Tabasco,2016,1,Mujeres,24588,333467,7.3734432490000000000000
Tamaulipas,2016,1,Mujeres,123556,600578,20.572848160000000000000
Tlaxcala,2016,1,Mujeres,57618,210652,27.352220720000000000000
Veracruz,2016,1,Mujeres,93078,962087,9.6745928380000000000000
Yucat n,2016,1,Mujeres,82010,383722,21.372243450000000000000
Zacatecas,2016,1,Mujeres,20959,209357,10.011129310000000000000
Nacional,2016,2,Mujeres,3114003,19653488,15.844531010000000000000
Aguascalientes,2016,2,Mujeres,37656,213597,17.629461090000000000000
Baja California,2016,2,Mujeres,150688,596068,25.280337140000000000000
Baja California Sur,2016,2,Mujeres,7720,139977,5.5151917820000000000000
Campeche,2016,2,Mujeres,13692,134833,10.154784070000000000000
Coahuila,2016,2,Mujeres,97173,458796,21.180001570000000000000
Colima,2016,2,Mujeres,12295,144994,8.4796612270000000000000
Chiapas,2016,2,Mujeres,72759,563874,12.903414590000000000000
Chihuahua,2016,2,Mujeres,170066,570716,29.798708990000000000000
Ciudad de M xico,2016,2,Mujeres,172604,1784781,9.6708783880000000000000
